den22705;https://example.com/bridge.html?books=action;995
strelets;https://example.com/bridge.php?base=balance&blow=acoustics;882
миг;https://example.com/bridge/book;973
BorisR;https://example.com/brother;252
Boodmer;https://example.com/brother/actor;101
Sashilo;https://example.com/brother/aftermath.php;159
Slaxy;https://example.com/brother/agreement;547
igg-62;https://example.com/brother/argument.php;207
den22705;https://example.com/brother/bait.php?behavior=bait;916
Doktoroff;https://example.com/brother/birthday?authority=blood;979
strelets;https://example.com/bubble;249
Grib1981;https://example.com/bubble;580
strelets;https://example.com/bubble;782
ингвар105;https://example.com/bubble;644
Boodmer;https://example.com/bubble;878
ZHEKA_KORCHAGIN;https://example.com/bubble.html;264
chitago;https://example.com/bubble/airport.aspx#baby;56
Пафнутий Кляшкин;https://example.com/bubble/berry;495
Slaxy;https://example.edu/;546
strelets;https://example.edu/;816
skorp_kabanos;https://example.edu/;621
den22705;https://example.edu/;98
Batya35;https://example.edu/;498
Silver;https://example.edu/;114
SkVaL;https://example.edu/;347
Batya35;https://example.edu/;319
Slaxy;https://example.edu/;390
strelets;https://example.edu/;706
Lospardos;https://example.edu/;273
Grib1981;https://example.edu/;897
den22705;https://example.edu/;850
NORGE;https://example.edu/;26
den22705;https://example.edu/;599
бурлак-55;https://example.edu/;705
digor;https://example.edu/;370
Saha;https://example.edu/;928
egk;https://example.edu/;582
strelets;https://example.edu/;332
den22705;https://example.edu/;472
den22705;https://example.edu/;478
tutanchamon;https://example.edu/;102
strelets;https://example.edu/#advice;27
BorisR;https://example.edu/#animal;195
миг;https://example.edu/#aunt;626
бурлак-55;https://example.edu/#bells;798
FIFA2014;https://example.edu/#boot;879
ZHEKA_KORCHAGIN;https://example.edu/?afternoon=brother;733
BorisR;http://vk.com;696
facultet75;https://example.edu/?art=bubble;127
den22705;https://example.edu/?basin=anger&apparatus=baseball;888
alexraven;https://example.edu/?bead=birds&appliance=boy;860
иванович;https://example.edu/?bell=brother&behavior=board;711
alexraven;https://example.edu/account;666
ингвар105;http://vk.com;476
Slaxy;https://example.edu/act.html;73
strelets;https://example.edu/action;582
digor;http://vk.com;36
иванович;https://example.edu/afternoon/advice.php?balance=appliance;881
Silver;https://example.edu/afterthought?action=bee;552
tirs;https://example.edu/airplane;659
den22705;https://example.edu/airport/brick.html;467
миг;https://example.edu/apparatus;669
Slaxy;https://example.edu/appliance/brick.html;886
tirs;https://example.edu/approval.php?babies=airplane&boundary=actor;823
skorp_kabanos;https://example.edu/arch/amusement#bottle;874
Chronokeeper;https://example.edu/arch/brother?afterthought=basket&army=addition;757
den22705;https://example.edu/argument.php;359
Petrovish-35.;https://example.edu/arithmetic.aspx;363
Sashilo;https://example.edu/authority;231
ZHEKA_KORCHAGIN;https://example.edu/authority/approval.php;395
tutanchamon;https://example.edu/baby/boot;18
Serg281;https://example.edu/ball.php;19
digor;https://example.edu/baseball.php;525
Динамчик2015;https://example.edu/baseball?bridge=advertisement&bikes=argument;996
skorp_kabanos;https://example.edu/bat/afternoon.htm;999
skorp_kabanos;https://example.edu/battle.php;465
facultet75;https://example.edu/beef/army;530
ингвар105;https://example.edu/behavior?bit=alarm&beef=acoustics;148
den22705;https://example.edu/bell/argument.html;983
den22705;https://example.edu/bells/arch.htm;625
VadimCz;https://example.edu/bike;183
Batya35;https://example.edu/board;444
den22705;https://example.edu/boat/blow;384
digor;https://example.edu/books;118
korsar;https://example.edu/books.aspx;933
кулрявицкий;https://example.edu/border/art?amusement=battle&brother=advertisement;847
ZHEKA_KORCHAGIN;https://example.edu/bottle;467
Basil;https://example.edu/boundary/account;556
Doktoroff;https://example.edu/bubble#act;622
facultet75;https://example.net/;320
strelets;https://example.net/;183
BOR;https://example.net/;362
strelets;https://example.net/;604
facultet75;https://example.net/;444
BOR;https://example.net/;417
БАМС;https://example.net/;846
FIFA2014;https://example.net/;895
den22705;https://example.net/;553
strelets;https://example.net/;543
