Doktoroff;http://vk.com;985
den22705;http://www.example.com/birds/apparatus;971
den22705;http://vk.com;889
валуч;http://www.example.com/birds/brake?arch=bath;404
digor;http://www.example.com/birth;925
Динамчик2015;http://www.example.com/birth;440
миг;http://www.example.com/birth;839
strelets;http://www.example.com/birth.htm;972
den22705;http://www.example.com/birth.html;0
SuperVlad;http://www.example.com/birth.php#book;24
den22705;http://www.example.com/birth/angle.php#amusement;344
Sashilo;http://www.example.com/birth/boy.html;683
tutanchamon;http://www.example.com/birth/bridge;742
Slaxy;http://www.example.com/birth?bite=addition&baseball=bomb;139
ZHEKA_KORCHAGIN;http://www.example.com/birthday;347
SuperVlad;http://www.example.com/birthday;376
100000;http://www.example.com/birthday;809
миг;http://www.example.com/birthday;969
den22705;http://www.example.com/birthday.aspx?basin=amusement&advice=approval#appliance;881
den22705;http://www.example.com/birthday.php;581
NORGE;http://www.example.com/birthday/boy.php;140
den22705;http://www.example.com/birthday?bells=army;815
Basil;http://www.example.com/bit;928
FIFA2014;http://www.example.com/bit;909
Димон-Ижевск;http://www.example.com/bit.php?boat=acoustics&bird=bottle;941
tirs;http://www.example.com/bit/air.aspx;119
Slaxy;http://www.example.com/bit/attraction.php;185
ингвар105;http://www.example.com/bit/bottle.php#basket;371
Silver;http://www.example.com/bite;886
миг;http://www.example.com/bite;617
facultet75;http://www.example.com/bite;432
strelets;http://www.example.com/bite#basin;25
Boodmer;http://www.example.com/bite.php#boot;916
BOR;http://www.example.com/bite/achiever.aspx;97
strelets;http://www.example.com/bite/afternoon.php;649
den22705;http://www.example.com/bite/apparatus;117
SKA-Sokol;http://www.example.com/bite/approval.htm;487
facultet75;http://www.example.com/bite/army.php?air=boy&books=art#blood;861
ингвар105;http://www.example.com/bite/base.php;907
100000;http://www.example.com/bite/bear.php;829
Slaxy;http://www.example.com/bite/bomb.html;355
SuperVlad;http://vk.com;781
Slaxy;http://www.example.com/bite?addition=apparatus&alarm=arch;941
Batya35;http://www.example.com/blade;198
миг;http://www.example.com/blade;621
миг;http://www.example.com/blade;476
skorp_kabanos;http://www.example.com/blade;766
Saha;http://www.example.com/blade.aspx;222
13roman13;http://www.example.com/blade.aspx#art;108
tirs;http://www.example.com/blade.html;187
Борис;http://www.example.com/blade.html;336
100000;http://www.example.com/blade.html?boy=border&bridge=bath;972
Chronokeeper;http://www.example.com/blade.php?birthday=adjustment;135
skorp_kabanos;http://www.example.com/blade/authority.php?bikes=baby;673
Sashilo;http://www.example.com/blade/bat.php;495
digor;http://www.example.com/blade/belief.php?bikes=basin;105
Grib1981;http://www.example.com/blade/belief?arithmetic=ants;124
миг;http://www.example.com/blade/book;596
Slaxy;http://www.example.com/blood;770
tirs;http://www.example.com/blood;731
ZHEKA_KORCHAGIN;http://www.example.com/blood;451
миг;http://www.example.com/blood#bird;753
skorp_kabanos;http://www.example.com/blood.html;356
Slaxy;http://www.example.com/blood/amount;980
den22705;http://www.example.com/blood/anger#branch;653
Динамчик2015;http://vk.com;872
ELANDRO;http://www.example.com/blood/behavior.aspx#book;549
den22705;http://www.example.com/blood?basin=ball&basketball=bridge;60
Динамчик2015;http://www.example.com/blow;650
Chronokeeper;http://www.example.com/blow;43
ADRIAN;http://www.example.com/blow#bedroom;862
Silver;http://www.example.com/blow.htm#bottle;574
BorisR;http://www.example.com/blow.html;211
100000;http://www.example.com/blow.html#act;241
Владислав1974;http://www.example.com/blow.php;346
Slaxy;http://www.example.com/blow/actor;605
ZHEKA_KORCHAGIN;http://www.example.com/blow/arithmetic;867
миг;http://www.example.com/blow/branch;600
SuperVlad;http://www.example.com/board;277
den22705;http://vk.com;776
бурлак-55;http://www.example.com/board.php?boy=boy;369
миг;http://www.example.com/board/apparatus?babies=books;343
strelets;http://www.example.com/board/ball?amount=bottle;831
tirs;http://www.example.com/boat;149
ЛеопарД;http://www.example.com/boat;393
skorp_kabanos;http://www.example.com/boat;369
Димон-Ижевск;http://www.example.com/boat.htm;977
ids-1981;http://www.example.com/boat.php?box=attraction&beef=airplane;589
ингвар105;http://www.example.com/boat/back;371
Silver;http://www.example.com/bomb#approval;678
den22705;http://www.example.com/bomb.aspx?back=book&blow=airport;831
facultet75;http://www.example.com/bomb.html;622
Lospardos;http://www.example.com/bomb.html;48
Silver;http://www.example.com/bomb.php;897
миг;http://www.example.com/bomb/action.php;397
digor;http://www.example.com/bomb/angle.php;150
Silver;http://www.example.com/bomb/blow?bottle=brother;107
chitago;http://www.example.com/bomb?amount=breath&bikes=bone;221
skorp_kabanos;http://www.example.com/bomb?breath=brick&bikes=berry#account;311
Пафнутий Кляшкин;http://www.example.com/bone;47
миг;http://www.example.com/bone;562
AK73;http://www.example.com/bone.htm;859
