strelets;https://advertisement.example.org/;469
strelets;https://advice.example.com/;557
Batya35;https://advice.example.com/?bells=bikes&bird=art;432
миг;https://advice.example.com/bee/boot#air;218
Grib1981;https://advice.example.com/blade;429
digor;https://advice.example.net/babies/ants#afternoon;398
BorisR;https://advice.example.org/bead/adjustment.php;947
БАМС;https://aftermath.example.com/#actor;124
Boodmer;https://aftermath.example.edu/animal;903
strelets;https://aftermath.example.edu/behavior.php;915
Batya35;https://aftermath.example.net/;320
skorp_kabanos;https://aftermath.example.net/#bridge;572
Динамчик2015;https://aftermath.example.org/?books=bottle&account=balance;456
миг;https://afternoon.example.com/;346
ZHEKA_KORCHAGIN;https://afternoon.example.com/;372
Grib1981;https://afternoon.example.com/;551
AK73;https://afternoon.example.com/;759
миг;https://afternoon.example.com/?agreement=art&acoustics=bottle#bite;169
BOR;https://afternoon.example.com/agreement?addition=aunt;434
Slaxy;https://afternoon.example.com/air.php;867
ZHEKA_KORCHAGIN;https://afternoon.example.com/bath/authority;4
миг;https://afternoon.example.com/border/authority.html?airport=birth;585
ZHEKA_KORCHAGIN;https://afternoon.example.edu/actor.aspx?beef=beginner&arm=bone;343
Serg281;https://afternoon.example.org/arm.php;272
den22705;https://afterthought.example.com/;668
100000;https://afterthought.example.com/;460
Batya35;http://vk.com;148
Serg281;http://vk.com;36
Batya35;https://afterthought.example.com/badge?base=art&aunt=boy;624
ингвар105;https://afterthought.example.com/bone.html;992
tirs;https://afterthought.example.net/appliance.php?baseball=bat&bedroom=babies;925
den22705;https://afterthought.example.net/bite;890
tirs;https://afterthought.example.org/;412
Grib1981;https://agreement.example.com/;47
facultet75;https://agreement.example.com/;585
бурлак-55;https://agreement.example.com/?army=book;963
foot;https://agreement.example.com/afterthought/apparatus.php;277
ids-1981;https://agreement.example.edu/;311
Slaxy;https://agreement.example.org/;879
Serg281;http://vk.com;148
SKA-Sokol;https://agreement.example.org/?anger=boundary#airport;474
facultet75;https://agreement.example.org/?brick=ball;848
foot;https://agreement.example.org/bikes.aspx?acoustics=actor;187
валуч;https://air.example.com/;542
BOR;https://air.example.com/;541
den22705;https://air.example.com/;985
strelets;https://air.example.com/;496
Petrovish-35.;https://air.example.com/;770
skorp_kabanos;https://air.example.com/;332
миг;https://air.example.com/?boat=airport#brother;435
Lospardos;https://air.example.com/act.php?airport=border&back=board;527
Chronokeeper;http://vk.com;764
strelets;https://air.example.org/;878
den22705;https://air.example.org/bat/bait;733
den22705;https://air.example.org/behavior.aspx;555
100000;https://airplane.example.com/;168
Владислав1974;https://airplane.example.com/;418
AK73;https://airplane.example.com/;743
den22705;https://airplane.example.com/action.htm?breath=believe;670
komuza;https://airplane.example.com/baby/bee.htm;701
Silver;https://airplane.example.com/bead.aspx;666
DrMaxxxx;https://airplane.example.com/bee/battle;140
Yulya;https://airplane.example.com/bikes/birth;642
tutanchamon;https://airplane.example.com/brother/birthday.php?account=activity;335
tirs;https://airplane.example.edu/act/advice;17
миг;https://airplane.example.net/;917
tutanchamon;https://airplane.example.net/bit.html;323
den22705;https://airplane.example.org/arm/ball;799
egk;https://airport.example.com/;970
strelets;https://airport.example.com/;963
AK73;https://airport.example.com/;30
друид69;https://airport.example.com/;77
Petrovish-35.;http://vk.com;880
миг;https://airport.example.com/attack.php?brick=border&board=beginner;678
den22705;https://airport.example.com/base.html;96
ids-1981;https://airport.example.com/berry;900
миг;https://airport.example.edu/#boy;165
Batya35;https://alarm.example.com/;737
иванович;https://alarm.example.com/;126
Batya35;https://alarm.example.com/account/brake.html;361
ids-1981;https://alarm.example.com/aftermath/bikes.php#bubble;229
ингвар105;https://alarm.example.com/arithmetic.php;444
strelets;https://alarm.example.com/attack.html#belief;942
Димон-Ижевск;https://alarm.example.com/badge/bikes.php;654
VadimCz;https://alarm.example.com/birth.php?beef=aunt&afternoon=bottle;4
Silver;https://amount.example.com/;491
Batya35;https://amount.example.com/;978
Petrovish-35.;https://amount.example.com/#belief;845
strelets;https://amount.example.com/#board;258
Petrovish-35.;https://amount.example.com/amount;153
SKA-Sokol;https://amount.example.com/berry/addition.html;469
БАМС;https://amount.example.com/brother?army=amount;195
foot;https://amount.example.org/?birthday=arm;529
Silver;https://amusement.example.com/;254
Динамчик2015;https://amusement.example.com/;349
ZHEKA_KORCHAGIN;https://amusement.example.com/;794
komuza;https://amusement.example.com/airport/babies;527
100000;https://amusement.example.com/argument/army;787
Slaxy;https://amusement.example.com/basket?bubble=boot;641
миг;https://amusement.example.com/bat?basket=balance;401
